#,Status,Name,Preview,Filled,Animated,Category,Creative Freedom,Brief,Keywords
170,To Do,refinance,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/170-refinance.png"")",FALSE,FALSE,Financial,,,"update, refresh, reload, change, exchange, rotate, rotation, arrow, money, dollar, sign"
171,To Do,money_heart,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/171-money_heart.png"")",FALSE,FALSE,Financial,,,"money, finances, financial health"
172,To Do,video_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/172-video_off.png"")",FALSE,FALSE,System,,,"camera, recording, slash"
173,To Do,running_shoes,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/173-running_shoes.png"")",FALSE,FALSE,Categories,,,"sport, esporte, deporte, zapatillas, fitness, corrida, exercicio, tênis, pé, quick"
174,To Do,money_protected,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/174-money_protected.png"")",FALSE,FALSE,Objects,,,"cdb, fixed income, money protection, security, trustworthy, renda fixa, fgc"
175,To Do,elevator,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/175-elevator.png"")",FALSE,FALSE,Categories,,,"accessibility, building, floor"
176,To Do,microphone_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/176-microphone_off.png"")",FALSE,FALSE,System,,,"voice, off, closed, slash, mute"
177,To Do,global_physical_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/177-global_physical_card.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, global, vertical, físico"
178,To Do,meal,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/178-meal.png"")",FALSE,FALSE,Categories,,,"fork, knife, food, voucher, restaurant, cutlery"
179,To Do,soccer_ball,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/179-soccer_ball.png"")",FALSE,FALSE,Objects,,,"football, futebol, world cup, copa do mundo, sports"
180,To Do,blender,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/180-blender.png"")",FALSE,FALSE,Categories,,,"kitchen, appliance, food"
181,To Do,triangle_down,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/181-triangle_down.png"")",TRUE,FALSE,Actions,,,"yield, attention, critical, investment, crypto, money box"
182,To Do,dishwasher,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/182-dishwasher.png"")",FALSE,FALSE,Categories,,,"kitchen, appliance, cleaning, cutlery"
183,To Do,leaf,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/183-leaf.png"")",FALSE,FALSE,Objects,,,leaf
184,To Do,armchair,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/184-armchair.png"")",FALSE,FALSE,Objects,,,"chair, furniture, home"
185,To Do,fan,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/185-fan.png"")",FALSE,FALSE,Categories,,,"airflow, ventilation, cooling, heat"
186,To Do,youtube,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/186-youtube.png"")",FALSE,FALSE,Social,,,"network, social media, video, google, shorts"
187,To Do,card_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/187-card_shield.png"")",FALSE,FALSE,Financial,,,"card, roxinho, vertical, shield, insurance, secure, safe, protect, safety"
188,To Do,gem,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/188-gem.png"")",FALSE,FALSE,Financial,,,"pedacinho, crystal, jewel, geo"
189,To Do,flag,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/189-flag.png"")",FALSE,FALSE,Objects,,,"priority, attention, warning, importance, important, red flag"
190,To Do,first_aid,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/190-first_aid.png"")",FALSE,FALSE,Categories,,,"briefcase, kit, medical, emergency, medicine"
191,To Do,home_temporary,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/191-home_temporary.png"")",FALSE,FALSE,Objects,,,"insurance, coverage, house, temporary, time, clock, casa"
192,To Do,phone_outgoing,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/192-phone_outgoing.png"")",FALSE,FALSE,System,,,"phone, ligação, quero ligar, call, make a call, outgoing"
193,To Do,anticipate_installments,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/193-anticipate_installments.png"")",FALSE,FALSE,Financial,,,"rewind, past, steps, back"
194,To Do,linkedin,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/194-linkedin.png"")",FALSE,FALSE,Social,,,"network, social media, curriculum, resume"
195,To Do,lifestyle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/195-lifestyle.png"")",FALSE,FALSE,Products,,,"lifestyle, travels, flight, shopping"
196,To Do,shopping_cart,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/196-shopping_cart.png"")",FALSE,FALSE,Categories,,,"buy, carrinho, supermarket"
197,To Do,refresh,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/197-refresh.png"")",FALSE,FALSE,UI Actions,,,"reload, rotate, rotation, arrow, loop, try again, retry, replay"
198,To Do,drink,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/198-drink.png"")",FALSE,FALSE,Categories,,,"cocktail, bar, martini, party, beverage, cosmopolitan"
199,To Do,overdraft,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/199-overdraft.png"")",FALSE,FALSE,Products,,,"money, lending, borrow, limit"
200,To Do,refund_temporary,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/200-refund_temporary.png"")",FALSE,FALSE,Financial,,,"refund, reimbursement, trusted deposit, chargeback"
201,To Do,change_contract,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/201-change_contract.png"")",FALSE,FALSE,Objects,,,"paper, file, terms, contract, portability, change"
202,To Do,nucoin_level2,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/202-nucoin_level2.png"")",FALSE,FALSE,Products,,,"nucoin, level, loyalty"
203,To Do,divide,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/203-divide.png"")",FALSE,FALSE,Actions,,,"division, defer, split, break"
204,To Do,user_inside_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/204-user_inside_off.png"")",FALSE,FALSE,Objects,,,"modo rua, house, home, person"
205,To Do,torii,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/205-torii.png"")",FALSE,FALSE,Categories,,,"japan, japão, japón, templo, espiritualidade"
207,To Do,horizontal_card_transfer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/207-horizontal_card_transfer.png"")",FALSE,FALSE,Financial,,,"card, credit, transfer"
208,To Do,send,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/208-send.png"")",FALSE,FALSE,Actions,,,"message, dm, chat, paper plane, direct"
209,To Do,threads,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/209-threads.png"")",FALSE,FALSE,Actions,,,
210,To Do,clean,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/210-clean.png"")",FALSE,FALSE,Categories,,,"broom, sweep"
211,To Do,calendar_edit,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/211-calendar_edit.png"")",FALSE,FALSE,Objects,,,"date, year, month, day, schedule, event, edit, change, exclamation"
212,To Do,snack,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/212-snack.png"")",FALSE,FALSE,Categories,,,"food, comida, lanche, merienda, refrigerio, biscoito, saco, embalagem, quick"
213,To Do,smartphone_broken,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/213-smartphone_broken.png"")",FALSE,FALSE,Objects,,,"device, mobile, celular, broken"
214,To Do,computer_plus,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/214-computer_plus.png"")",FALSE,FALSE,Objects,,,"technology, tecnologia, computadora, computador, agregar, digital, pc"
215,To Do,soap_bottle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/215-soap_bottle.png"")",FALSE,FALSE,Categories,,,"bathroom, cuidados pessoais, self care, dispenser"
216,To Do,computer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/216-computer.png"")",FALSE,FALSE,Categories,,,"monitor, desktop, pc, macbook, imac, device, hardware"
217,To Do,calendar_renew,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/217-calendar_renew.png"")",FALSE,FALSE,Objects,,,"subscriptions, renew, payments, date, year, month, day, schedule, event"
218,To Do,image,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/218-image.png"")",FALSE,FALSE,Actions,,,"image, picture, photo, gallery"
219,To Do,computer_fix,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/219-computer_fix.png"")",FALSE,FALSE,Objects,,,"insurance, assistance, computer, fix, screen"
220,To Do,pool,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/220-pool.png"")",FALSE,FALSE,Categories,,,"swimming, ladder"
221,To Do,kid_toy,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/221-kid_toy.png"")",FALSE,FALSE,Categories,,,"child, baby, playpen, children, play, fun, learning, infant"
222,To Do,tag,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/222-tag.png"")",FALSE,FALSE,Actions,,,"price tag, plus, create, more, include, new, input"
223,To Do,card_transfer_limits,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/223-card_transfer_limits.png"")",FALSE,FALSE,Financial,,,"cartão, roxinho, arrows"
224,To Do,tools,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/224-tools.png"")",FALSE,FALSE,Categories,,,"wrench, build, service, screwdriver, fix, chave"
225,To Do,wind,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/225-wind.png"")",FALSE,FALSE,Objects,,,"insurance, coverage, wind, elements, drift"
226,To Do,gmail,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/226-gmail.png"")",FALSE,FALSE,Social,,,"network, e-mail, gmail, message, messaging, google"
227,To Do,sentiment_very_dissatisfied,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/227-sentiment_very_dissatisfied.png"")",FALSE,FALSE,Actions,,,"emoji, smiley, emotion, face, anguished, worried, oh no, shocked, bad"
228,To Do,games,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/228-games.png"")",FALSE,FALSE,Categories,,,"console, leisure, fun, play, stick"
229,To Do,video,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/229-video.png"")",FALSE,FALSE,System,,,"camera, recording"
230,To Do,car_collision,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/230-car_collision.png"")",FALSE,FALSE,Objects,,,"transport, vehicle, short, crash, accident"
231,To Do,sunglasses,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/231-sunglasses.png"")",FALSE,FALSE,Categories,,,"accessory, acessório, accesorio, sol, verano, sun, summer, verão, calor, festival, óculos escuros, shade"
232,To Do,phone_incoming,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/232-phone_incoming.png"")",FALSE,FALSE,System,,,"call, answer, ligação"
233,To Do,user_arrow_down,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/233-user_arrow_down.png"")",FALSE,FALSE,Human,,,"person, avatar, profile, seta, upload, out, share, shared, data"
234,To Do,coffee,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/234-coffee.png"")",FALSE,FALSE,Categories,,,"breakfast, tea, mug, cup"
235,To Do,thumbs_down,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/235-thumbs_down.png"")",FALSE,FALSE,Actions,,,"dislike, finger, hand, disapproved"
236,To Do,thief,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/236-thief.png"")",FALSE,FALSE,Objects,,,"insurance, coverage, thief, theft, robbery, mask"
237,To Do,esim,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/237-esim.png"")",FALSE,FALSE,Objects,,,
238,To Do,mountains,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/238-mountains.png"")",FALSE,FALSE,Categories,,,"nature, natureza, naturaleza, aventura, trekking, montanha, paisaje"
239,To Do,airplane_takeoff,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/239-airplane_takeoff.png"")",FALSE,FALSE,Categories,,,"travel, viagem, vuelo, avión, aeropuerto, aeroporto, decolar"
240,To Do,bathtub,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/240-bathtub.png"")",FALSE,FALSE,Categories,,,"bathroom, shower, plumbing, relax"
241,To Do,wheelchair,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/241-wheelchair.png"")",FALSE,FALSE,Human,,,"chair, wheels, accessibility, a11y, accessible, user, person"
242,To Do,facebook,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/242-facebook.png"")",FALSE,FALSE,Social,,,"network, social media, meta, fb"
243,To Do,volume_up_filled,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/243-volume_up_filled.png"")",TRUE,FALSE,System,,,"speaker, sound, megaphone, audio"
244,To Do,health,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/244-health.png"")",FALSE,FALSE,Categories,,,"cross, insurance, care, hospital"
245,To Do,facebook_messenger,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/245-facebook_messenger.png"")",FALSE,FALSE,Social,,,"network, social media, message, messaging, meta, fb, chat"
246,To Do,share_android,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/246-share_android.png"")",FALSE,FALSE,UI Actions,,,"network, hub, connection"
247,To Do,nucoin_level1,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/247-nucoin_level1.png"")",FALSE,FALSE,Products,,,"nucoin, level, loyalty"
248,To Do,crib,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/248-crib.png"")",FALSE,FALSE,Categories,,,"baby, bed, bassinet, cot, infant, furniture"
249,To Do,instagram,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/249-instagram.png"")",FALSE,FALSE,Social,,,"network, social media, instagram, meta, fb"
250,To Do,parking_sign,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/250-parking_sign.png"")",FALSE,FALSE,Objects,,,"transit, estacionamento, estacionar"
251,To Do,international_transfer_in,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/251-international_transfer_in.png"")",FALSE,FALSE,Financial,,,"globe, global, network, arrow, down, in, income"
252,To Do,nucoin_level5,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/252-nucoin_level5.png"")",FALSE,FALSE,Products,,,"nucoin, level, loyalty"
253,To Do,drag_handle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/253-drag_handle.png"")",FALSE,FALSE,UI Actions,,,"equal, drop, area, arrastar, push, move"
254,To Do,add_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/254-add_circle.png"")",FALSE,FALSE,Actions,,,"plus, create, more, include, new, input"
255,To Do,others,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/255-others.png"")",FALSE,FALSE,Categories,,,"categories, options, menu"
256,To Do,tree,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/256-tree.png"")",FALSE,FALSE,Categories,,,"nature, árvore, árbol, ecologia, bosque, wood, leaf, green"
257,To Do,car_plate,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/257-car_plate.png"")",FALSE,FALSE,Objects,,,"sign, license"
258,To Do,sentiment_dissatisfied,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/258-sentiment_dissatisfied.png"")",FALSE,FALSE,Actions,,,"emoji, smiley, emotion, face, bad, sad, disappointed"
259,To Do,ticket,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/259-ticket.png"")",FALSE,FALSE,Financial,,,"admit one, movie, cinema, entertainment, fun, coupon, cupon"
260,To Do,location_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/260-location_off.png"")",FALSE,FALSE,System,,,"pin, place, local, tracking, slash, off, disabled, stop"
261,To Do,spa,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/261-spa.png"")",FALSE,FALSE,Categories,,,"relax, massage, flower, lotus"
262,To Do,smartphone_vibration,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/262-smartphone_vibration.png"")",FALSE,FALSE,System,,,"phone, celular, teléfono, notificación, alerta, vibração, silencioso, vibración"
263,To Do,weights,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/263-weights.png"")",FALSE,FALSE,Categories,,,"gym, workout, training, fitness"
264,To Do,erase,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/264-erase.png"")",FALSE,FALSE,UI Actions,,,"borracha, correct, apagar, delete, fix"
265,To Do,pause,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/265-pause.png"")",FALSE,FALSE,Actions,,,"wait, pending"
266,To Do,unfold_less,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/266-unfold_less.png"")",FALSE,FALSE,UI Actions,,,"close, collapse, less, chevron, hide"
